"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism"
"32","🏢 Join ABBA for a visit to the Estonian Embassy in the Hague! 

🌐 With the current state of global politics, Ambassadors and their teams certainly have their work cut out for them. See and hear first hand what diplomacy in these trying times looks like at the Estonian Embassy in the Hague!

🎤 The visit will include a Talk and Q&A session with Ambassador Paul Teesalu, so have those questions ready at the door!

📅 Tuesday, April 8th
⏰ 15:00 - 16:00 (meeting at 14:45)
📍 Estonian embassy, Zeestraat 92, The Hague

✍ Sign up via the link in our bio!",0,"https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/488524815_678366431364174_2075963828573224927_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGu8aSbA3iBtKs62vKSRFkuzVKhqPUc1NSvXYuOLiizeZ4DKEUfmeeg7KrIt4QeYCg&_nc_ohc=oYS2XdevgVkQ7kNvwFqOCqQ&_nc_gid=vhgZ1CQjyrA5qdM-lMIN1Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_Affj4NLsN7WhKeSqVPQKTxNeW_7ElVIy_IrvVouX459FUQ&oe=69058D5D&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",49,NA,"abba.association.leiden",NA,"2025-04-02T14:10:10.000Z","Image","https://www.instagram.com/p/DH8nDq9ok_d/",NA,2025-04-02,2,"Political",0,1,0,0,0,1,0
"33","What an MUN! Thank you so much to everyone who joined and made this event possible. We're already buzzing for the next one!",6,"https://instagram.flas1-1.fna.fbcdn.net/v/t51.29350-15/491442183_1002497838183347_6921486311003289450_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.flas1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QFw3opExVPCEC6yx3wsHK5JSgsfzDB8PjfrZVfdGVEDCaPl5iBkK16shIluVfDNhXTw2wTAtZv1-eaR485KJTHO&_nc_ohc=rTykBlRubXIQ7kNvwEtm1xe&_nc_gid=KfpCIeoXbgZrWeqU-CtErw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afe0qmNmZ4qa2YNB1FpdplM6hMN3KfYDWsKRthjpJWh4yA&oe=69058AB2&_nc_sid=10d13b","😍😍😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",112,NA,"abba.association.leiden",NA,"2025-04-15T17:47:03.000Z","Sidecar","https://www.instagram.com/p/DIeeNgminE-/",NA,2025-04-15,2,"Social",0,1,0,1,0,0,0
"34","🐰 Join ABBA for an Easter Sip & Paint!

🍷 Paint a canvas, decorate some eggs, sip some wine and meet some of our new members. Lets enjoy an egg-stra special and creative afternoon together!

🎨 We’ve got the art supplies, the snacks, and the drinks — you just show up.

📅 Wednesday, April 16th
⏰ 17:00 - 19:00
📍 Beehive Common Room
🏷️ €4
🔞 18+ only

✍️ Spots are limited, so save yours through the link in our bio!",0,"https://scontent-mia3-3.cdninstagram.com/v/t51.29350-15/488316370_1810852783041885_8818795753604963414_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFQScJekDRmqBniCGdKkDnArZYofqZfwO-Kw2_Z_ad9hqE-Wl2c8DFNMOmXqCbLe_0&_nc_ohc=XVBtWFqK_OMQ7kNvwGYaWYl&_nc_gid=Xu9IuXyOPKVkgk-De1QM7A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfeGc4dWE1uPhTeU6tSBPBy0yGfCIsXRSclTNzwrzg8l5Q&oe=69059037&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",33,NA,"abba.association.leiden",NA,"2025-04-07T10:23:42.000Z","Image","https://www.instagram.com/p/DIJFHQVCNs5/",NA,2025-04-07,2,"Social",0,1,0,1,0,0,0
"35","@universiteitleiden claims to stand for freedom, but platforms authoritarian mouthpieces.

They claim to stand for academic rigour, but legitimise blatant mis- and disinformation.

They claim to stand for the rule of law, but screen a film which was literally made through crime.

They might try to soften the blow with press releases full of pseudo-intellectual ""both sides"" rhetoric, but we won't forget their complicity and neither should you.",30,"https://scontent-sea5-1.cdninstagram.com/v/t51.2885-15/487019352_17952407624948578_4933288114311934379_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEm3Hrb5V1jooYZayoJ_URiFGrbH04sS91Br9bLoEWpShLN7lDur5raqkkOEXL_Pms&_nc_ohc=XBY0Da_m9akQ7kNvwFL6FH7&_nc_gid=YrsNos4oxRGDwFlK_mwUFw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Affxw8hPo2cQ-om6utL-zDUeV8GadWFNawPv61COlyCKSQ&oe=6905666C&_nc_sid=10d13b","Lets give Mexico weapons tanks and drones to protect themselves and see what will happen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",445,NA,"abba.association.leiden","clips","2025-03-31T16:43:32.000Z","Video","https://www.instagram.com/p/DH3uzvfi5X-/",11169,2025-03-31,2,"Activism",0,1,0,0,0,0,1
"36","🤗 We are excited to invite you to the first edition of the ABBA Book Club! 

📚 Ready to explore the fascinating titles of Eastern European literature? Join us for a fun evening in which you can share your passion for literature and learn more about Eastern European culture! Feel free to bring snacks and tell us about your favourite books as well!

📅 Monday, April 14th
⏰ 17.00-18.30
📍 Beehive, Common Room

🔗 Sign up via the link in our bio!",0,"https://scontent-atl3-2.cdninstagram.com/v/t51.29350-15/489772194_589244144123557_506749334463421737_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHh1EE8zH1zIemhKyZPYX4_BT4DbBXOCBqMtr8WJFr0lUmCDRZjf1LEOLVnO0nJ1kQ&_nc_ohc=K_VoUtYR-ssQ7kNvwHxCBUz&_nc_gid=YoX-xT1gImMAWt1-1tcctg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdtHYN27eW1AxKIRI6SMhfXOlR_ZJhzA5mBpMRbNDH6sA&oe=690575B0&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",45,NA,"abba.association.leiden",NA,"2025-04-10T10:24:58.000Z","Image","https://www.instagram.com/p/DIQzpMBCRAq/",NA,2025-04-10,2,"Social",0,1,0,1,0,0,0
"37","🏛️ABBA MUN 2025 – Defend Democracy, Shape the Future!

ABBA proudly presents ABBA MUN 2025, a three-day Model United Nations conference taking place from April 11-13, 2025. This year’s theme, “Defending Sovereignty and Democratic Values in Eastern Europe”, will guide delegates through thought-provoking debates on freedom, security, and governance in a rapidly shifting geopolitical landscape.

💡Delegates will step into the world of international policymaking by debating in one of the following three committees:
 🕊️ UNHRC: Safeguarding freedom of expression in states facing political and social transformation
 🌍 SPECPOL: Addressing territorial integrity and separatist groups
 ⚖️ LEGAL: Reducing foreign interference in national elections and democratic institutions

🗳️Whether you are a seasoned MUN participant or attending your first conference, ABBA MUN 2025 is open to all. Applications are now open, whether you were planning to apply as a Chairperson or as a Delegate. Chair applications are running until March 20th and delegate applications until April 2nd.

🎟️The delegate fee is €5 for ABBA members and €10 for non-members, with the option to add lunch for an extra €5. All participants will enjoy complimentary snacks, coffee breaks, and exclusive ABBA MUN merchandise as part of the experience.

Join us in shaping diplomatic solutions for a better tomorrow. Apply now and stay tuned for more details—we can’t wait to welcome you to ABBA MUN 2025!

Sign up via link in our bio!

#ABBAMUN2025 #MUN #Diplomacy #Debate",6,"https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/484106200_17950361843948578_1641825886710578928_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG8B4RQj6b6d4AkUUl_y2wwLLQAsE_8NBhDQ3WEIWs4Q0qTt5I59FI1tYlHkQqAbd4&_nc_ohc=pzV3PQxteV4Q7kNvwFnEe96&_nc_gid=BaXqQMFzwrseihC2qxGLyA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdizkCT7vZehsk9xpR50hFJ8QcdSt-_-BVyXhenX1M-Hg&oe=6905851E&_nc_sid=10d13b","👏👏👏","ABBAMUN2025","MUN","Diplomacy","Debate",NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",123,NA,"abba.association.leiden",NA,"2025-03-13T19:09:45.000Z","Sidecar","https://www.instagram.com/p/DHJpcYotVse/",NA,2025-03-13,2,"Political",0,1,0,0,0,1,0
"38","Ready for our first social event in Leiden this semester?🙌🏻
Join ABBA for a borrel where you can reunite with old friends or meet new people while enjoying some drinks!

📆 Wednesday, 26th February
⏰ 7pm
📍 North End",0,"https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/479525374_1014093287200478_4047158290540439582_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEQxyPc_mvwP7KfRNSq3UNdQhoVFWQNDBAyQMVTfwrY2Nh-Fa7fudcDAxXXze1ojyc&_nc_ohc=j6jhrhrJInsQ7kNvwGEABrf&_nc_gid=Hfct1vAEsTIXBbFwg_LBDw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfenZEAzJhWdqnQamaQGx0cGCqid-AUaZCmNWbq9irQW1A&oe=69059101&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",20,NA,"abba.association.leiden",NA,"2025-02-19T17:42:25.000Z","Image","https://www.instagram.com/p/DGQ19fviQeM/",NA,2025-02-19,2,"Social",0,1,0,1,0,0,0
"39","🍹 Have you ever wondered how your favourite cocktail is made?

🤩 ABBA Student Association would like to invite you on a journey of discovery and fun, where you will learn from a certified mixologist how to craft 3 unique, full-size cocktails inspired by Eastern Europe!

🍸 During the workshop you will be taught the intricacies of cocktail crafting, including the drink typology, flavour balancing, mixing techniques and much more! Of course you will be able to drink your creations!

🍻 Cheers and see you there!

❗Spots are limited, so don't miss your chance and select a slot❗

📅 8 March 2025
🕑 11:00am - 12:30pm
  13:00pm - 14:30pm
  15:00pm - 16:30pm (FULL)
📍 Common Room (3rd floor), Beehive Student Center

📌 Regular entry fee: €7.00 📌 ABBA member entry fee: €5.00

🔞 This event is only for people 18+! IDs will be checked at the door.

🔗 Sign up via the link in our bio!",0,"https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/472653633_658431520045290_3869846317971933929_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEZU7oNXsPluuaV84DgREOd4nsZbLRwSKQo9LyXKxulmWZ5WUwmvkb2ZtzcSQFoq8o&_nc_ohc=7qxaiU64L3UQ7kNvwEUo3KA&_nc_gid=tpQMSe6-JXQXUV9NYqzcQg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdTq7rn5fV1kCmfcAqFz8Npp_15EE4BqusGeHPxKv4DOQ&oe=6905987E&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",67,NA,"abba.association.leiden",NA,"2025-02-23T12:14:17.000Z","Sidecar","https://www.instagram.com/p/DGajlojC7AS/",NA,2025-02-23,2,"Social",0,1,0,1,0,0,0
"40","💃ABBA & LUC DICS Race & Ethnicity invite you to a night of romantic traditions, fun games, and cheap drinks at COASTERS! 
 
🍷Learn about unique Eastern European, Balkan and Baltic love customs and wedding culture! Take part in groom kidnapping, love fortune telling, speed dating, and more!

🗓️ Friday, February 21st
⏰18:30 - 21:30
📍Leiden University College
🔗 Sign up via the link in our bio!

⚠️ENTRANCE WITH LU CARD/ID AND FOR 18+ ONLY",0,"https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/472439122_1191520709264150_4201424850976516954_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHVc3k9Ntu6e4Fc9F7ufZkJC6GFeR2qlPJRpxZ2pT8j4X8FTw07XZz0nOOvaeW_gIU&_nc_ohc=4hZGSYkv-BIQ7kNvwFkPPMg&_nc_gid=T1PJkGRnb0pL7HeLvuAwlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcsNl4pUktYMbNf4aPKLS95Hsal70TCcjCkqPc0zcnu1w&oe=69059B03&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",105,NA,"abba.association.leiden",NA,"2025-02-12T17:07:03.000Z","Image","https://www.instagram.com/p/DF-wWRgCpVe/",NA,2025-02-12,2,"Social",0,1,0,1,0,0,0
"41","🤔 The legacies of imperialism continue to shape the world we live in. How do we confront these histories and build futures free from colonial structures? 

🌍 This forum will explore decolonization from multiple perspectives, addressing Russian imperial legacies, global struggles for justice, and the paths toward true decolonization. 

🎤 Join us for a thought-provoking discussion with expert speakers, including Valeriya Korablyova (Charles University), Alvis Luksa (Armed Forces of Ukraine), and others to be announced soon! 

📆 Monday, February 24
⏰ 17:30-19:00
📍 Room 3.46, Leiden University Wijnhaven Campus, Turfmarkt 99, The Hague

🔗 Register through the link in our bio!",5,"https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/480241894_122197119710088106_4327725564611447611_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGlqRG_FukujMM7PPk2MfkZPL3lMrifpCufVEikkz8qpgbnNzTtCc8gtsBqAFFSBVEVv_6sKKsObd5f2Yfe5Xv8&_nc_ohc=qNcVI_ayTH4Q7kNvwFF-c27&_nc_gid=vLmkuE1NXfUJmmYP0wE2Ow&edm=APs17CUAAAAA&ccb=7-5&oh=00_Aff7zFgeoMq30th4_N9qKcbd4e5m7tunGG18400gPNEwow&oe=69056BDC&_nc_sid=10d13b","It was a really great event this evening, thank you very much for organising!! I learnt a lot and felt it could’ve gone in longer! Thank you for the event and compliments to the moderator, who did a fantastic job. The three speakers contributions’ were very interesting! Looking forward to the next one! 🫶",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",108,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2025-02-18T22:21:40.000Z","Image","https://www.instagram.com/p/DGOxH1bM2ov/",NA,2025-02-18,2,"Political",0,1,0,0,0,1,0
"42","🇺🇦 Q&A with a Foreign Fighter: Meet Alvis Lukša, Former Leiden University Student & Officer of the Armed Forces of Ukraine

🤔 Just 3 years ago, Alvis Lukša was a student at Leiden University, studying Security Studies. When Russia launched its full-scale invasion of Ukraine, he made a life-altering decision — to put his studies on hold and join Ukraine’s Territorial Defense, later becoming an officer in the Armed Forces of Ukraine.

🎤 In this rare and deeply personal conversation, Alvis will share his journey from university halls to the frontlines. 

❓ How does war change a person? What does it mean to defend a country that isn’t your birthplace, but has become your cause? What can students and young professionals learn from his experience?

📆 Tuesday, February 25
⏰ 17:30-19:00
📍 Room 3.46‼️, Leiden University Wijnhaven Campus, Turfmarkt 99, The Hague

🔗 Register through the link in our bio!",7,"https://scontent-atl3-3.cdninstagram.com/v/t39.30808-6/480778486_122197488866088106_2934685353720730328_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QET2ZeJShH5WFKrYO1lTp063NAmNJeMIKoBcjmHT4P_pYQAkYReK4nDkBGqybOm0xON7GAWtmJnm7JMPNiWZmip&_nc_ohc=1hj5kHzMQQ8Q7kNvwG1M9lc&_nc_gid=-svZNp88IyMXxe6BVSiA0w&edm=APs17CUAAAAA&ccb=7-5&oh=00_AffjQvjDOL0Y0JRThqbop21ZszqIGmwYkDp0fGJ8TEh3MQ&oe=69058155&_nc_sid=10d13b","Respect 🙏💪🇺🇦🇳🇱",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",114,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2025-02-21T15:55:14.000Z","Image","https://www.instagram.com/p/DGVzSIKvQzp/",NA,2025-02-21,2,"Political",0,1,0,0,0,1,0
"43","*OPEN TO EVERYONE*
🎶Happy birthday to us, happy birthday to us...

🎉On March 3rd, we celebrate ABBA turning 2 years old, and you're invited!

🍾Get ready for drinks, karaoke, boardgames, quizzes, dances, and whatever else the night brings.

🗓️ Monday, March 3rd
⏰18:00 - 21:00
📍Beehive Student Center

👔 Dress code: Ball / Black Tie

🔗 Sign up via the link in our bio!",5,"https://scontent-atl3-3.cdninstagram.com/v/t51.29350-15/481782171_1788878414986066_6893356014693264374_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGRUgYxDGhPWi6ogtQHwR60CxEAzPWXCGM8-k_httgaiwCJoNgLfMdq_IgGIOaa2NO0aQrcFqxtpi0NPYC1vzUR&_nc_ohc=ynypv8HZHGoQ7kNvwGSGuyZ&_nc_gid=hQ1m5eBlzWgknDvrqopnvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcUmq8GVJ3qeui_w4hQt2x-YF2Y3hoOHxfIeBNd5OAR5Q&oe=69056BB8&_nc_sid=10d13b","2 years already!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",69,NA,"abba.association.leiden",NA,"2025-02-26T08:22:53.000Z","Image","https://www.instagram.com/p/DGh3fYEidnW/",NA,2025-02-26,2,"Social",0,1,0,1,0,0,0
"44","Join ABBA and SPIL for a discussion on the past, present, and, most importantly, future of the Russian invasion of Ukraine.

This wide-ranging conversation among our panel of experts will cover everything from the context and background leading up to the invasion in 2014 to the how and why of the escalation in 2022, the international response, contemporary life in Ukraine, and how we move forward towards a just and lasting peace.

📅 Thursday, March 13th
⏰ 18:00 - 21:00
📍Room 3.46, Leiden University Wijnhaven

✍ Sign up via the link in our bio!

—————————————————

Sluit je aan bij ABBA en SPIL voor een discussie over het verleden, heden en, het allerbelangrijkst, de toekomst van de Russische invasie van Oekraïne.

Dit uitgebreide gesprek onder ons panel van experts zal alles behandelen, van de context en achtergrond voorafgaand aan de invasie in 2014 tot het hoe en waarom van de escalatie in 2022, de internationale reactie, het hedendaagse leven in Oekraïne en hoe we vooruitgaan naar een rechtvaardige en duurzame vrede.

📆 Donderdag 13 maart
⏰ 18:00-21:00
📍 Kamer 3.46, Universiteit Leiden Wijnhaven

✍️ Meld je aan via de link in onze bio!",0,"https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/482508601_1034715375147166_3525008135758893376_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEQkn-fJur4_X1kPSdEP81riUDDwvDVevrz52BKyW_xIKezYAjDyoSFaFFaiKKtTJw&_nc_ohc=Im7JYHLoMyUQ7kNvwHYZcx6&_nc_gid=gYI7KR-youQIEjbrrjCJ2Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcAlj4_TdfpkrwijNHtd1OlPsqZiAps0F7yJ32h4EwXTw&oe=690593F9&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",110,NA,"abba.association.leiden",NA,"2025-03-04T20:18:09.000Z","Image","https://www.instagram.com/p/DGymHdECDDL/",NA,2025-03-04,2,"Political",0,1,0,0,0,1,0
"45","🤗 We're excited to invite you to our very own Ukrainian Sylyanka making workshop!

📿 In Ukraine, beadwork plays a significant role in maintaining the country’s cultural heritage and identity. Varying  by region, Sylyankas display symbolic meanings through their unique patterns and colors. Serving as guardian lucky charms, they reconnect Ukrainians to their ancestral roots. Come learn more about this significant piece of culture while making your very own Sylyanka!

‼️This workshop has a limited number of places, so make sure to share the event with your friends as soon as possible!

📅 Saturday, March 1st
⏰ 16:00 - 20:00
📍 Beehive Common Room

✍️ Register via the link in our bio",4,"https://scontent-atl3-3.cdninstagram.com/v/t51.29350-15/481396784_644157751482788_3318070352337181268_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFZbrpassDAI-82nOtN8F602gdMrQQUzUieN33u_PJ8c3qtcmDXwlF6RpNA8ggPG-su23_hDj80t_fAbiM6pMqM&_nc_ohc=tweXOYthD3IQ7kNvwGs2UBr&_nc_gid=AN4a5a6KDJ_G6FBItg8-WQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc1VLGzCEFzQGP4GDnr6wchNxtwhOFtckmOSv4TCvUl6A&oe=6905667C&_nc_sid=10d13b","😍😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",74,NA,"abba.association.leiden",NA,"2025-02-22T18:45:32.000Z","Image","https://www.instagram.com/p/DGYrkXsCCLv/",NA,2025-02-22,2,"Workshop",0,1,0,0,0,0,0
"46","⛑️ Join ABBA for a Q&A and Combat Casualty Care workshop with Ukrainian combat medic, Anastasia Mutsey!

🦾 Toughest job in the world? Combat medicine might just be one. 

What makes one pick this profession? What do you go through, putting lives of others above yours?

👇 Anastasia is here to show and tell.

📅 Wednesday, Mar 26
⏰ 18:30-20:00
📍Room 3.46, Leiden University Wijnhaven, Turfmarkt 99, The Hague

This deeply personal Q&A will be followed by a brief Combat Casualty Care workshop to offer an understanding of medical care on the frontlines. 

✍ Sign up via the link in our bio!",9,"https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/485737141_620342404155850_2542405351620527492_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHmzeV9U_gEhCdRCtEpJxg0K87DiifafcMSKv4W7GcOTT1mtIfsYdhLdUl088XESoM&_nc_ohc=dA7MdPzcqAgQ7kNvwExydUf&_nc_gid=BS2uMofqnmrybTfbg3C7EQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcLQJFZT4KugruIVLao5ZXHN6eI_DrgZ7SYKuP1XP-YYg&oe=690574A2&_nc_sid=10d13b","🇺🇦🇺🇦🇺🇦",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",134,NA,"abba.association.leiden",NA,"2025-03-20T12:27:22.000Z","Image","https://www.instagram.com/p/DHa89W_iaQW/",NA,2025-03-20,2,"Political",0,1,0,0,0,1,0
"47","As a new Semester nears, we reflect on the incredible events we at ABBA have had throughout this last one.

From thought-provoking academic discussions to vibrant cultural celebrations, cooking workshops to embassy visits, Q&A's to quiz nights, totalling 558 participants across it all, we are incredibly proud of the diversity and impact of our initiatives this semester, and we couldn’t have done it without the enthusiasm of our members and the support of our partners.

Thank you for making these events and this semester such a success, and we'll see you in the next one!",3,"https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/476760567_1343537053483789_798128181599246486_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE6Ms4w5bak8qK4oMpgXEJFpKfTw2oTrGn4j1y4Mkw8nNT7ksL-s-mbB6zTbUe8EolRPoW74v6ZguXEPHHugZYp&_nc_ohc=cSeyCanUAtIQ7kNvwEEuEm1&_nc_gid=3WRgNmE7_iZjMMwWS1joMQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc0mulY2CNFGndlMhHlZjNgECs0ZDo-cEc4pIn5mT6W2A&oe=69056B3E&_nc_sid=10d13b","😍😍😍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",60,NA,"abba.association.leiden",NA,"2025-02-07T09:47:26.000Z","Image","https://www.instagram.com/p/DFxGECiCD3A/",NA,2025-02-07,2,"Social",0,1,0,1,0,0,0
"48","🇱🇹 Come join us for a trip in Lithuania!

❔ Have you ever visited Lithuania? Where? Let us know in the comments!",1,"https://scontent-atl3-3.cdninstagram.com/v/t51.2885-15/469715412_17938899065948578_5439953929949176496_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEj-6eRw77RjqvPaC6WTnQRSHGdjNR4Lp7jdA1QlpxypJkSrIV4apdpyePcS0b_ceo&_nc_ohc=i3sL3DduDxsQ7kNvwH-SdUZ&_nc_gid=mW2g4cg73CnXFAZayF0CUQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfebTvLDQtNsfg8wGSkc5UdW7z30bAg-knz-Ftngq95mGg&oe=6905775F&_nc_sid=10d13b","not yet /:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",49,NA,"abba.association.leiden","clips","2024-12-10T12:36:15.000Z","Video","https://www.instagram.com/p/DDZeQFRNLth/",1443,2024-12-10,2,"Cultural",0,1,0,0,1,0,0
"49","🌲 ABBA Student Association wishes you all the best for the holidays! Enjoy your break from studying, time with family and friends and join us back in the new year of 2025 for more incredible events!

⛄️ Stay tuned and happy holidays!",5,"https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/470919456_17940425285948578_3112689564841397876_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGRkz2rDCavikX8neAmChPUqa9LLqUopnwRlCfiP5xvhYaqed8dmih4jGJBxXEw4VLdPJXjHH5tM4evFMI9unVu&_nc_ohc=_zbuKuzSDo8Q7kNvwFr3EEG&_nc_gid=vI-CfHmM2PVvoTcHKf1COw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afe11lH80IddeAFVztmxuMR5s7pfKCXYYrgS3Tbc560s6w&oe=69058073&_nc_sid=10d13b","🥰🎄✨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",85,NA,"abba.association.leiden","clips","2024-12-22T17:58:17.000Z","Video","https://www.instagram.com/p/DD48nV2Noz3/",3269,2024-12-22,2,"Social",0,1,0,1,0,0,0
